IMO/LR/IHS No.;Name of Ship;Flag;MMSI;Callsign;Status;GT;Ship Type
8858673;MRIYA S;Russia;273216170;UBPU8;In Service/Commission;2975;General Cargo Ship
8009181;MUDYUG;Russia;273910100;UGUU;In Service/Commission;6954;Icebreaker
9146352;MURAVYEV-AMURSKIY;Russia;273319630;UESA;In Service/Commission;1146;Fishing Vessel
9682423;MURMAN;Russia;273370640;UBAN4;In Service/Commission;4766;Salvage Ship
9576181;MURMAN 1;Russia;273296430;UBVV2;In Service/Commission;1840;Platform Supply Ship
9394399;MURMAN 3;Russia;273290490;UBZW6;In Service/Commission;1517;Platform Supply Ship
9658666;MURMANSK;Russia;273386110;UBVN2;In Service/Commission;11720;Icebreaker
8846814;MUSA JALIL;Russia;273353660;UBLI5;In Service/Commission;2554;General Cargo Ship
8423557;MYS BASARGINA;Russia;273848120;UFWW;In Service/Commission;4407;Fish Factory Ship
9053282;MYS CHIKHACHEVA;Russia;273892000;UBWG;In Service/Commission;2058;Fish Factory Ship
9053335;MYS CHUPROVA;Russia;273898000;UAEZ;In Service/Commission;2077;Fish Factory Ship
9053309;MYS DATTA;Russia;273896000;UAEN;In Service/Commission;2058;Fish Factory Ship
9368340;MYS DEZHNEVA;Russia;273218890;UBFV9;In Service/Commission;11835;General Cargo Ship
9943968;MYS DEZHNEVA;Russia;;;Keel Laid;1150;Fishing Vessel
9053323;MYS DOKUCHAYEVA;Russia;273899000;UAFA;In Service/Commission;2058;Fish Factory Ship
9433286;MYS FLORA;Russia;273295260;UBHW2;In Service/Commission;9627;General Cargo Ship
9053268;MYS GVOZDEVA;Russia;273890200;UIFZ;In Service/Commission;2076;Fish Factory Ship
7821910;MYS KOMMUNAROV;Russia;273441270;UFTA;In Service/Commission;1150;Refrigerated Cargo Ship
9053256;MYS KORSAKOVA;Russia;273891000;UHRO;In Service/Commission;2058;Fish Factory Ship
9053361;MYS KRUZENSHTERNA;Russia;273896100;UATD;In Service/Commission;2058;Fish Factory Ship
9053397;MYS KURBATOVA;Russia;273411800;UCES;In Service/Commission;2058;Fish Factory Ship
9053270;MYS LEVENORNA;Russia;273890100;UIBZ;In Service/Commission;2058;Fish Factory Ship
9053311;MYS LOVTSOVA;Russia;273895000;UAEO;In Service/Commission;2058;Fish Factory Ship
9053385;MYS MENSHIKOVA;Russia;273899100;UAVE;In Service/Commission;2058;Fish Factory Ship
9053373;MYS MURAVJEVA;Russia;273892200;UAVF;In Service/Commission;2058;Fish Factory Ship
7231373;MYS NAVARIN;Russia;273443420;UDMQ;In Service/Commission;2194;Fishing Vessel
9943724;MYS NAVARIN;Russia;;;Under Construction;1150;Fishing Vessel
8859938;MYS OLYUTORSKIY;Russia;273895200;UGAA;In Service/Commission;4407;Fish Factory Ship
9053294;MYS ORLOVA;Russia;273893000;UADR;In Service/Commission;2058;Fish Factory Ship
9053359;MYS SHELTINGA;Russia;273895100;UALT;In Service/Commission;2058;Fish Factory Ship
9053347;MYS SLEPIKOVSKOGO;Russia;273897000;UAEY;In Service/Commission;2058;Fish Factory Ship
8834603;MYS TURALI;Russia;273619100;UCFE;In Service/Commission;2485;Fishing Vessel
9366110;MYS ZHELANIYA;Russia;273216130;UBQT4;In Service/Commission;11864;General Cargo Ship
9037094;NADEZHDA;Russia;273151000;UBFZ;In Service/Commission;1552;Ro-Ro Cargo Ship
8811986;NADEZHDA;Russia;273199300;UABA;Laid-Up;2297;Sail Training Ship
8611221;NADEZHDA;Russia;273456690;UBXS8;In Service/Commission;1984;General Cargo Ship
7379553;NADEZHDA;Russia;273434080;UEPQ;In Service/Commission;1009;Refrigerated Cargo Ship
9404041;NADEZHDA;Russia;273347820;UBAF8;In Service/Commission;17029;General Cargo Ship
9142904;NADYM;Russia;273433000;UDGZ;In Service/Commission;4955;General Cargo Ship
7807031;NAKHODKA;Russia;273318010;UBLV;In Service/Commission;2441;General Cargo Ship
7612436;NARVA;Russia;273337600;UDOP;In Service/Commission;1926;General Cargo Ship
9171876;NARVAL;Russia;273417870;UBVQ9;Laid-Up;3125;Anchor Handling Tug Supply
9758179;NARYAN-MAR;Russia;273381020;UBYN3;In Service/Commission;2893;Platform Supply Ship
8867143;NAVIGER-1;Russia;273342100;UHPX;In Service/Commission;4059;Chemical/Products Tanker
8727939;NAVIGER-5;Russia;273345600;UEBF;In Service/Commission;4401;Chemical/Products Tanker
9868730;NAVIS-1;Russia;273442610;UBWR5;In Service/Commission;4982;General Cargo Ship
9868742;NAVIS-2;Russia;273449610;UBRW6;In Service/Commission;4982;General Cargo Ship
9868754;NAVIS-3;Russia;273446710;UBWR7;In Service/Commission;4982;General Cargo Ship
9868766;NAVIS-4;Russia;273448710;UBWR8;In Service/Commission;4982;General Cargo Ship
9868792;NAVIS-5;Russia;273452690;UAUX;In Service/Commission;4982;General Cargo Ship
9868807;NAVIS-6;Russia;273451690;UAQK;In Service/Commission;4982;General Cargo Ship
9868819;NAVIS-7;Russia;273459590;UAEB;In Service/Commission;4982;General Cargo Ship
9208459;NAYADA;Russia;273374720;UAZY;In Service/Commission;5067;Container Ship (Fully Cellular)
8422187;NEFTEGAZ-31;Russia;273418700;UATN;In Service/Commission;2737;Anchor Handling Tug Supply
8418459;NEFTEGAZ-55;Russia;273417100;UHKK;In Service/Commission;2723;Anchor Handling Tug Supply
8227381;NEFTERUDOVOZ-47M;Russia;273347800;UFFP;In Service/Commission;2615;Ore/Oil Carrier
8726167;NEFTERUDOVOZ-51M;Russia;273343800;UFLF;In Service/Commission;2615;Ore/Oil Carrier
8726179;NEFTERUDOVOZ-52M;Russia;273342800;UDZM;In Service/Commission;2615;Ore/Oil Carrier
7907233;NEONILA;Russia;273453310;UBYC;In Service/Commission;3409;General Cargo Ship
7942908;NEOTRAZIMYY;Russia;273530400;UHDL;Laid-Up;1167;Tug
9549657;NEPHRITE;Russia;273339840;UBAK4;In Service/Commission;3505;General Cargo Ship
9393412;NEPTUN;Russia;273354430;UBMH4;In Service/Commission;2807;Anchor Handling Tug Supply
9280445;NEPTUN;Russia;273435870;UBUR9;In Service/Commission;3234;Fishing Vessel
8771887;NEPTUNE;Russia;273347960;UBRL8;In Service/Commission;7410;Drilling Rig, jack up
7829883;NEPTUNIYA;Russia;273345180;UAYS;In Service/Commission;1179;Tug
8116776;NERA;Russia;273388130;UBDO9;In Service/Commission;1024;Fishing Vessel
9129445;NEREY;Russia;273416640;UECR;In Service/Commission;6310;General Cargo Ship
9598816;NEVA-LEADER 1;Russia;273351280;UBAJ4;In Service/Commission;5686;General Cargo Ship
9598828;NEVA-LEADER 2;Russia;273350280;UBAJ3;In Service/Commission;5686;General Cargo Ship
9598830;NEVA-LEADER 3;Russia;273350190;UCNO;In Service/Commission;5686;General Cargo Ship
9598842;NEVA-LEADER 4;Russia;273359980;UDXG;In Service/Commission;5686;General Cargo Ship
9598854;NEVA-LEADER 5;Russia;273333560;UBFK7;In Service/Commission;5686;General Cargo Ship
9598866;NEVA-LEADER 6;Russia;273334560;UBFK8;In Service/Commission;5686;General Cargo Ship
9598878;NEVA-LEADER 7;Russia;273333880;UFQP;In Service/Commission;5686;General Cargo Ship
6821573;NEVELSK;Russia;273440040;UBJU;In Service/Commission;3941;Fish Factory Ship
9924455;NEVSKIY 904;Russia;;;On Order/Not Commenced;7500;Replenishment Tanker
9924467;NEVSKIY 905;Russia;;;On Order/Not Commenced;7500;Replenishment Tanker
9924479;NEVSKIY 906;Russia;;;On Order/Not Commenced;7500;Replenishment Tanker
9297113;NEVSKIY BEREG;Russia;273438680;UHPW;In Service/Commission;2614;General Cargo Ship
9515541;NEWZENBERG;Russia;273341330;UHYO;In Service/Commission;4801;General Cargo Ship
9014896;NIKIFOR BEGICHEV;Russia;273382350;UIFL;In Service/Commission;7949;General Cargo Ship
7430761;NIKITA KOZHEMYAKA;Russia;273458910;UBDS8;In Service/Commission;2354;General Cargo Ship
9922134;NIKOLAI LEONOV;Russia;273298020;UBLV9;In Service/Commission;6305;General Cargo Ship
8858439;NIKOLAI PSOMIADI;Russia;273438710;UDWO;In Service/Commission;2426;General Cargo Ship
9243746;NIKOLAY AKHROMEEV;Russia;273399540;UBWP4;In Service/Commission;6577;General Cargo Ship
8826670;NIKOLAY CHEPIK;Russia;273821210;UBJB;In Service/Commission;4407;Fish Factory Ship
9188740;NIKOLAY CHUDOTVORETS;Russia;273399950;UBME2;In Service/Commission;2914;General Cargo Ship
8838556;NIKOLAY KUDAKOVSKIY;Russia;273146710;UBVG3;Laid-Up;1908;Products Tanker 
9942366;NIKOLAY ORLOV;Russia;273123987;UBEX7;Launched;6266;General Cargo Ship
9217321;NIKOLAY SHALAVIN;Russia;273359970;UBZI5;In Service/Commission;3469;Products Tanker 
8607139;NIKOLAY TELENKOV;Russia;273345950;UBXE;In Service/Commission;7765;Fish Factory Ship
8705010;NIKOLAY TRUBYATCHINSKY;Russia;273413550;UBIQ6;In Service/Commission;2762;Research Survey Vessel
8866852;NIKOLAY UGODNIK;Russia;273399100;UBKM2;In Service/Commission;3082;General Cargo Ship
9898163;NIKOLAY ZUBOV;Russia;;;Keel Laid;6500;Patrol Vessel
8821761;NIMBUS SPB;Russia;273350170;UBQ19;In Service/Commission;4614;Products Tanker
8843018;NIVENSKOYE;Russia;273240700;UAUK;In Service/Commission;4407;Fish Factory Ship
9369617;NIZAMI GANJAVI;Russia;273314230;UABQ;In Service/Commission;4534;Chemical/Products Tanker
9278959;NIZHNIY NOVGOROD;Russia;273442410;UFPG;In Service/Commission;4378;Products Tanker
8331508;NORD;Russia;273430420;UCNP;In Service/Commission;1912;Products Tanker 
9853785;NORD;Russia;273610820;UBSX4;In Service/Commission;10154;Yacht
9836127;NORD PILGRIM;Russia;;;Launched;3786;Fishing Vessel
9219771;NORD TRAL;Russia;273431310;UBHR5;In Service/Commission;1476;Fishing Vessel
8718885;NORD WEST;Russia;273390940;UBXP8;In Service/Commission;1167;Fish Factory Ship
8913241;NORDKAP;Russia;273316960;UHXO;In Service/Commission;1952;Fish Factory Ship
9036284;NORDSTRAUM;Russia;273376490;UBSN9;In Service/Commission;2634;Chemical/Products Tanker
9330836;NORILSKIY NICKEL;Russia;273310730;UCDX;In Service/Commission;17031;General Cargo Ship
9764348;NORMANN;Russia;273396290;UBBP9;In Service/Commission;4866;Anchor Handling Tug Supply
7530016;NORTH OCEAN;Russia;273425630;UBFT;In Service/Commission;1873;Fish Factory Ship
9128348;NORTHERN EAGLE;Russia;273392860;UBCC5;In Service/Commission;2134;Fishing Vessel
9836165;NORVEZHSKOYE MORE;Russia;273291510;UBIV7;In Service/Commission;5098;Fishing Vessel
7911519;NOVAYA LADOGA;Russia;273381200;UIAM;In Service/Commission;3743;General Cargo Ship
9249922;NOVAYA ZEMLYA;Russia;273312370;UBPF;In Service/Commission;1546;Fishing Vessel
6915738;NOVIK;Russia;273422100;UGRW;In Service/Commission;1614;Products Tanker
8509557;NOVIY SVET;Russia;273384970;UEOD;In Service/Commission;7395;Refrigerated Cargo Ship
9083328;NOVOCHERKASSK;Russia;273384210;UBVN3;In Service/Commission;4110;General Cargo Ship
8869555;NOVOPOLYE;Russia;273337250;UHAQ;In Service/Commission;3086;General Cargo Ship
9692571;NOVOROSSIYSK;Russia;273389730;UBLX;In Service/Commission;11720;Icebreaker
8844153;NOVOSHAKHTINSK;Russia;273440590;UIXC;In Service/Commission;2729;General Cargo Ship
7943184;NOVOURALSK;Russia;273876000;UDSH;In Service/Commission;4457;Fish Factory Ship
8038091;NSG NEPTUN;Russia;273424020;UCOW;In Service/Commission;2615;Ore/Oil Carrier
9842217;NURSULTAN NAZARBAYEV;Russia;;;Keel Laid;65141;Crude Oil Tanker
9843223;OB;Russia;273425590;UBER4;In Service/Commission;5532;Icebreaker
9435351;OB RIVER;Russia;273336920;UBTF3;In Service/Commission;4681;Chemical/Products Tanker
8522286;OBELIAI;Russia;273213010;UIOL;In Service/Commission;1895;Fishing Vessel
9456719;OBERON;Russia;273123456;UBOW2;In Service/Commission;8999;General Cargo Ship
8320834;ODIN;Russia;273351170;UBRI2;Laid-Up;5292;Refrigerated Cargo Ship
8606771;ODOEVSK;Russia;273527500;UICO;In Service/Commission;1895;Fishing Vessel
8610100;OKEAN;Russia;273373430;UBRM5;In Service/Commission;1215;Fishing Vessel
9083005;OKEAN;Russia;273354130;UBJH2;In Service/Commission;1292;Fishing Vessel
9142916;OKEAN;Russia;273378580;UBQN2;In Service/Commission;3091;Products Tanker
9898254;OKEANSKY PROSPECT;Russia;;;Keel Laid;65141;Crude Oil Tanker
9925758;OKHOTSK;Russia;273295020;UBKV9;In Service/Commission;1049;Fishing Vessel
8887454;OKHOTSK;Russia;273317010;UDWT;In Service/Commission;2441;General Cargo Ship
9930480;OKSKAYA;Russia;;;On Order/Not Commenced;1655;Fishing Vessel
9945148;OKSKAYA 5918;Russia;;;Keel Laid;6305;General Cargo Ship
9963279;OKSKAYA 7101;Russia;;;Keel Laid;5312;General Cargo Ship
9963322;OKSKAYA 7102;Russia;;;Keel Laid;5312;General Cargo Ship
7704708;OLAFSSON;Russia;273384310;UBVN7;In Service/Commission;1592;Fishing Vessel
8881369;OLEG PERVAK;Russia;273451910;UIRP;In Service/Commission;2871;Products Tanker
9187045;OLEG TAVOLZHANSKIY;Russia;273392340;UBVP5;In Service/Commission;11894;General Cargo Ship
8709834;OLGA;Russia;273437930;UBRR6;In Service/Commission;1621;Fishing Vessel
9482017;OLIMPIA;Russia;273332220;UBLF5;In Service/Commission;5172;General Cargo Ship
9361976;OLIMPIADA;Russia;273314540;UGOM;In Service/Commission;2604;General Cargo Ship
8326151;OMA;Russia;273213300;UAJE;In Service/Commission;1895;Fishing Vessel
8857071;OMEGA;Russia;273422740;UHVA;In Service/Commission;2463;General Cargo Ship
9118135;OMOLON;Russia;273411650;UETC;In Service/Commission;20837;Bulk Carrier
9911214;OMOLON;Russia;;;Launched;1048;Fishing Vessel
9418509;OMSK;Russia;273371330;UBZU;In Service/Commission;3606;Products Tanker
8889373;OMSKIY 7;Russia;273360870;UBRJ8;In Service/Commission;2453;General Cargo Ship
8943399;OMSKIY 99;Russia;273430720;UAOH;In Service/Commission;2463;General Cargo Ship
8889385;OMSKIY-103;Russia;273437300;UGDX;In Service/Commission;2458;General Cargo Ship
8866747;OMSKIY-105;Russia;273313240;UBRU;In Service/Commission;2734;General Cargo Ship
8857629;OMSKIY-106;Russia;273417510;UINY;In Service/Commission;2470;General Cargo Ship
8866759;OMSKIY-107;Russia;273343220;UBWE3;In Service/Commission;2441;General Cargo Ship
8889414;OMSKIY-108;Russia;273315640;UHXQ;In Service/Commission;2360;General Cargo Ship
8875621;OMSKIY-109;Russia;273349110;UESY;In Service/Commission;2463;General Cargo Ship
8943466;OMSKIY-111;Russia;273459460;UETG;In Service/Commission;2463;General Cargo Ship
8922888;OMSKIY-114;Russia;273350300;UHDE;In Service/Commission;2360;General Cargo Ship
8876376;OMSKIY-115;Russia;273424130;UHDH;In Service/Commission;2463;General Cargo Ship
8943442;OMSKIY-118;Russia;273458460;UEPT;In Service/Commission;2463;General Cargo Ship
8926913;OMSKIY-119;Russia;273290480;UBSW7;In Service/Commission;2463;General Cargo Ship
8870827;OMSKIY-122;Russia;273428130;UFJZ;In Service/Commission;2463;General Cargo Ship
8865937;OMSKIY-125;Russia;273310060;UEYC;In Service/Commission;2441;General Cargo Ship
8889440;OMSKIY-127;Russia;273416150;UIUR;In Service/Commission;2458;General Cargo Ship
8866802;OMSKIY-128;Russia;273310850;UBRK;In Service/Commission;2426;General Cargo Ship
8866814;OMSKIY-129;Russia;273335110;UBCF9;In Service/Commission;2426;General Cargo Ship
8858104;OMSKIY-130;Russia;273316630;UBMD;In Service/Commission;2528;General Cargo Ship
8857916;OMSKIY-131;Russia;273317630;UBOQ;In Service/Commission;2528;General Cargo Ship
8873336;OMSKIY-133;Russia;273310900;UIWR;In Service/Commission;2528;General Cargo Ship
8881711;OMSKIY-134;Russia;273317900;UCIF;In Service/Commission;2544;General Cargo Ship
8881723;OMSKIY-135;Russia;273318800;UIWY;In Service/Commission;2528;General Cargo Ship
8846761;OMSKIY-136;Russia;273335410;UBFF5;In Service/Commission;2554;General Cargo Ship
8873087;OMSKIY-137;Russia;273313900;UANQ;In Service/Commission;2528;General Cargo Ship
8846826;OMSKIY-138;Russia;273334410;UBFF4;In Service/Commission;2554;General Cargo Ship
8874914;OMSKIY-14;Russia;273340210;UERS;In Service/Commission;2463;General Cargo Ship
8867052;OMSKIY-140;Russia;273315800;UANX;In Service/Commission;2470;General Cargo Ship
8873764;OMSKIY-141;Russia;273310600;UGZK;In Service/Commission;2460;General Cargo Ship
8869385;OMSKIY-143;Russia;273396000;UHTD;In Service/Commission;2528;General Cargo Ship
8887753;OMSKIY-147;Russia;273456810;UBDS3;In Service/Commission;2582;General Cargo Ship
8887387;OMSKIY-157;Russia;273332670;UFFT;In Service/Commission;2453;General Cargo Ship
8876182;OMSKIY-177;Russia;273291770;UBPW2;In Service/Commission;2689;General Cargo Ship
9081435;OMSKIY-204;Russia;273335314;UBJU5;In Service/Commission;2676;General Cargo Ship
8881814;OMSKIY-205;Russia;273315460;UFPE;In Service/Commission;2958;General Cargo Ship
8881931;OMSKIY-206;Russia;273162000;UAEL;In Service/Commission;2992;General Cargo Ship
9132363;OMSKIY-207;Russia;273332310;UEUR;In Service/Commission;2992;General Cargo Ship
8953306;OMSKIY-34;Russia;273433060;UBRA;In Service/Commission;2679;General Cargo Ship
8936798;OMSKIY-86;Russia;273337010;UBCF4;In Service/Commission;2454;General Cargo Ship
8876170;OMSKIY-89;Russia;273339220;UBMF8;In Service/Commission;2594;General Cargo Ship
8862325;ONERIVA 42;Russia;273330700;UBIK;In Service/Commission;2999;General Cargo Ship
9555321;ONIKS;Russia;273339540;UAZM;In Service/Commission;3505;General Cargo Ship
8943478;ONIX;Russia;273435130;UAXO;In Service/Commission;2463;General Cargo Ship
8216796;OPAL;Russia;273442400;UHCW;In Service/Commission;3206;Fishing Vessel
8010427;OPHELIA;Russia;273345030;UBAG8;In Service/Commission;4270;Products Tanker
8728050;OPOLYE;Russia;273362100;UCZA;In Service/Commission;2919;General Cargo Ship
8853570;OREL-1;Russia;273330080;UHTE;In Service/Commission;2571;General Cargo Ship
8853714;OREL-4;Russia;273330970;UBJK9;In Service/Commission;2571;General Cargo Ship
8853609;OREL-6;Russia;273331970;UBKK2;In Service/Commission;2571;General Cargo Ship
8887284;ORENBURG;Russia;273414900;UCFV;In Service/Commission;4955;General Cargo Ship
8409020;ORIENT EXPLORER;Russia;273387550;UFLK;Laid-Up;3478;Research Survey Vessel
8721076;ORIENTAL DISCOVERER;Russia;273423060;UBRL;In Service/Commission;4407;Fish Factory Ship
7920546;ORION;Russia;273312950;UBYQ;In Service/Commission;2462;Refrigerated Cargo Ship
9847839;ORION;Russia;;;Launched;2380;Fish Factory Ship
8107737;ORION A;Russia;273338630;UHSD;In Service/Commission;2593;Chemical Tanker
8520496;ORION NO. 1;Russia;273389770;UCET;In Service/Commission;2604;Refrigerated Cargo Ship
8727903;ORLETS;Russia;273131700;UBXU;In Service/Commission;1896;Products Tanker 
8714554;ORVAR;Russia;273323130;UBVK6;In Service/Commission;1263;Fishing Vessel
7825631;OS REEFER;Russia;273339230;UBVF7;In Service/Commission;1252;General Cargo Ship
8522157;OSTANKINO;Russia;273246800;UEXP;In Service/Commission;1898;Fishing Vessel
9624225;OSTAP SHEREMETA;Russia;273459710;UBCS9;In Service/Commission;5035;Platform Supply Ship
9148893;OSTEN;Russia;273355760;UBOI4;In Service/Commission;2657;Products Tanker
9122760;OSTROV ATLASOVA;Russia;273216750;UBHU9;In Service/Commission;1998;General Cargo Ship
8847246;OSTROV ITURUP;Russia;273290500;UAVN;In Service/Commission;4407;Fish Factory Ship
9159763;OSTROV KARAGINSKIY;Russia;273811510;UEVS;In Service/Commission;2414;Fish Factory Ship
8716887;OSTROV MONERON;Russia;273331980;UBOK9;In Service/Commission;2354;Fish Factory Ship
9121089;OSTROV SAKHALIN;Russia;;UCVF;In Service/Commission;4407;Fishing Vessel
9053206;OSTROV SAKHALIN;Russia;273419360;UBSQ6;In Service/Commission;11423;Chemical/Products Tanker
9121132;OSTROV SHIKOTAN;Russia;273397590;UDWR;In Service/Commission;4411;Fish Factory Ship
9100671;OSTROV SHIKOTAN;Russia;273563210;UBLI;In Service/Commission;2477;Fish Factory Ship
8714724;OSTROVNOY-8;Russia;273399240;UBVP4;In Service/Commission;1085;Fishing Vessel
8415574;OSVEYSKOYE;Russia;273212100;UDXD;In Service/Commission;1898;Fishing Vessel
9893618;OTOH;Russia;;UBEV3;In Service/Commission;2064;Bunkering Tanker (Oil)
8418590;OTTO SHMIDT;Russia;273416100;UHQN;In Service/Commission;2684;Anchor Handling Tug Supply
8422876;OZHERELYE;Russia;273240900;UEZQ;In Service/Commission;1898;Fishing Vessel
8519667;PACIFIC HUNTER;Russia;;UBEV4;In Service/Commission;2190;Fishing Vessel
9314375;PALANA;Russia;273294340;UBZV6;In Service/Commission;9990;General Cargo Ship
8511847;PALLADA;Russia;273815200;UDUI;In Service/Commission;2284;Sail Training Ship
9618343;PALWAN;Russia;273414360;UBSQ5;Keel Laid;2505;Offshore Tug/Supply Ship
8811675;PAMYAT ILICHA;Russia;273211110;UFYW;In Service/Commission;12406;Refrigerated Cargo Ship 
8701040;PAMYAT KIROVA;Russia;273210110;UFXA;In Service/Commission;12403;Refrigerated Cargo Ship 
9000235;PANDAR;Russia;273340490;UCHL;In Service/Commission;5025;Products Tanker
9190286;PARAMUSHIR;Russia;273354390;UGZM;In Service/Commission;6540;General Cargo Ship
8700096;PARTIZANSK;Russia;273336730;UCUK;In Service/Commission;2966;Products Tanker
9159921;PATRIA;Russia;273394340;UBVP6;In Service/Commission;5825;Ro-Ro Cargo Ship
8721090;PAVEL BATOV;Russia;273248500;UATY;In Service/Commission;4407;Fish Factory Ship
8607282;PAVEL KUTAKHOV;Russia;273526700;UCTS;In Service/Commission;7765;Fish Factory Ship
9872432;PAVEL LEONOV;Russia;273210390;UBCV3;In Service/Commission;3061;General Cargo/Passenger Ship
9612911;PAVEL YUDIN;Russia;273353260;UBJI4;In Service/Commission;4531;Crude/Oil Products Tanker
8613542;PAVLOVSK;Russia;273348520;UBZE3;In Service/Commission;1846;Refrigerated Cargo Ship
8962022;PAVLOVSK;Russia;273427540;UGTR;In Service/Commission;5123;General Cargo Ship
9746607;PECHORA;Russia;273380310;UBVN5;In Service/Commission;2552;Fishing Vessel
9163776;PEGAS;Russia;273365690;UBFM8;In Service/Commission;8867;Products Tanker
8513168;PELEY;Russia;273356540;UBYH7;In Service/Commission;2242;Chemical/Products Tanker
9901374;PELLA SIETAS 1320;Russia;;;Keel Laid;12000;Icebreaker
9540364;PENELOPE;Russia;273356510;UBWG3;In Service/Commission;5123;Chemical/Products Tanker
9341988;PERSEY;Russia;273212630;UBST7;In Service/Commission;7545;Container Ship (Fully Cellular)
9043794;PERSEY;Russia;273358480;UBDJ8;In Service/Commission;4950;Chemical/Products Tanker
9256509;PETER I;Russia;273421370;UEXK;In Service/Commission;3376;General Cargo Ship
8319184;PETERGOF;Russia;273436790;UIKZ;In Service/Commission;1967;Refrigerated Cargo Ship
8907113;PETR I;Russia;273387270;UBGP8;In Service/Commission;7733;Fish Factory Ship
8901535;PETR ILYIN;Russia;273840710;UDKB;In Service/Commission;1919;Fish Factory Ship
8909343;PETR KOTTSOV;Russia;273120100;UCRJ;In Service/Commission;1698;Research Survey Vessel
8609163;PETR RIKORD;Russia;273349530;UBFG2;In Service/Commission;4936;Refrigerated Cargo Ship
8723347;PETROGRADSKIY;Russia;273251100;UFXL;In Service/Commission;2416;Fish Carrier
8817734;PETROPAVLOVSK;Russia;273896200;UCHE;In Service/Commission;4038;Fish Factory Ship
9900502;PETROTRANS-5901;Russia;273219340;UBXT8;In Service/Commission;6305;General Cargo Ship
9900514;PETROTRANS-5902;Russia;273218340;UBXT9;In Service/Commission;6305;General Cargo Ship
9902196;PETROTRANS-5903;Russia;273210350;UBDU8;In Service/Commission;6305;General Cargo Ship
9910088;PETROTRANS-5904;Russia;273214370;UBRU3;In Service/Commission;6305;General Cargo Ship
9910090;PETROTRANS-5905;Russia;273215370;UBRU7;In Service/Commission;6305;General Cargo Ship
8888094;PHOBUS;Russia;273311400;UGOR;In Service/Commission;2442;General Cargo Ship
9101003;PILENGA;Russia;273890710;UFJG;In Service/Commission;4415;Fish Factory Ship
9120310;PILENGA-2;Russia;273896300;UCVG;In Service/Commission;4407;Fish Factory Ship
9797606;PILTUN;Russia;273294280;UBRW7;In Service/Commission;3030;Salvage Ship
7646918;PINDUSHI;Russia;273338500;UFLG;In Service/Commission;2478;General Cargo Ship
8866785;PIONEER;Russia;273315720;UBTO;In Service/Commission;2426;General Cargo Ship
7942180;PIONER NIKOLAYEVA;Russia;273812510;UEAW;In Service/Commission;4347;Fish Factory Ship
8814354;PIZHMA;Russia;273413510;UDVD;In Service/Commission;3466;General Cargo Ship
9711248;PLANEO;Russia;273393460;UBBQ2;In Service/Commission;4698;Chemical/Products Tanker
8883991;PLANETA;Russia;273431300;UAFB;In Service/Commission;2428;Refrigerated Cargo Ship
7808322;PLUTONAS;Russia;273449760;UERU;In Service/Commission;2210;Refrigerated Cargo Ship
9903841;POLA AGATA;Russia;273214060;UBJU8;In Service/Commission;6305;General Cargo Ship
9903853;POLA ALEXIA;Russia;273215270;UBUU3;In Service/Commission;6305;General Cargo Ship
9897690;POLA ANASTASIA;Russia;273218530;UFON;In Service/Commission;6305;General Cargo Ship
9851103;POLA ANATOLIA;Russia;273435200;UCQV;In Service/Commission;6266;General Cargo Ship
9851115;POLA ANFISA;Russia;273448220;UBXR7;In Service/Commission;6266;General Cargo Ship
9780940;POLA ARIAKE;Russia;273613220;UBOX8;In Service/Commission;23703;Bulk Carrier
9190107;POLA DUDINKA;Russia;273292470;UBNW5;In Service/Commission;12949;General Cargo Ship
9849461;POLA FEODOSIA;Russia;273422380;UHNY;In Service/Commission;6266;General Cargo Ship
9849435;POLA FILOFEIA;Russia;273414870;UBAV;In Service/Commission;6266;General Cargo Ship
9849473;POLA FIVA;Russia;273423690;UBRR;In Service/Commission;6305;General Cargo Ship
9851127;POLA GALI;Russia;273217290;UBCV2;In Service/Commission;6305;General Cargo Ship
9888792;POLA HARITA;Russia;273215210;UBLL;In Service/Commission;6305;General Cargo Ship
9759666;POLA IMABARI;Russia;273615220;UBPX2;In Service/Commission;23232;Bulk Carrier
9851139;POLA KALLISTA;Russia;;;Keel Laid;6266;General Cargo Ship
9851141;POLA KIRIENA;Russia;;;Keel Laid;6266;General Cargo Ship
9849423;POLA MAKARIA;Russia;273416760;UBZX;In Service/Commission;6266;General Cargo Ship
9897705;POLA MARIA;Russia;273215830;UDHN;In Service/Commission;6305;General Cargo Ship
9903865;POLA MARINA;Russia;273214080;UBVU5;In Service/Commission;6305;General Cargo Ship
9903877;POLA MIROPIA;Russia;273215580;UBYU3;In Service/Commission;6305;General Cargo Ship
9741724;POLA MONACO;Russia;273614220;UBOX9;In Service/Commission;25598;Bulk Carrier
9888807;POLA PELAGIA;Russia;273217810;UDRW;In Service/Commission;6305;General Cargo Ship
9691785;POLA SEVASTIANA;Russia;273395260;UBDG;In Service/Commission;5686;General Cargo Ship
9849459;POLA SOFIA;Russia;273416980;UBFI;In Service/Commission;6266;General Cargo Ship
9903839;POLA VARVARA;Russia;273210550;UBFU2;In Service/Commission;6305;General Cargo Ship
9903827;POLA YAROSLAVA;Russia;273218740;UDJO;In Service/Commission;6305;General Cargo Ship
8711320;POLAR KING;Russia;273352370;UBTI3;In Service/Commission;7085;General Cargo Ship
